,Title,Tokens
15127,10930	Activists demand HIV testing kits,"['activists', 'demand', 'testing', 'kits']"
15128,10931	HIV helpline awaits help for its revival,"['helpline', 'awaits', 'help', 'revival']"
15129,10933	Insurance scheme to help non-BPL labourers,"['insurance', 'scheme', 'help', 'bpl', 'labourers']"
15130,10934	HIV cases have reduced: CM,"['cases', 'reduced', 'cm']"
15131,10935	Transfusion of infectious blood goes unchecked in State,"['transfusion', 'infectious', 'blood', 'unchecked', 'state']"
15132,10936	Counsellors remain on the margins,"['counsellors', 'remain', 'margins']"
15133,10937	HIV/AIDS primer for CMRL migrant labourers on the anvil,"['primer', 'cmrl', 'migrant', 'labourers', 'anvil']"
15134,10939	TIRUCHI TODAY,"['tiruchi', 'today']"
15135,10941	Make NAT must for blood banks in district: doctors,"['nat', 'blood', 'banks', 'district', 'doctors']"
15136,10944	Project awarded,"['project', 'awarded']"
15137,10945	‘Protect sex workers from institutional harassment’,"['protect', 'sex', 'workers', 'institutional', 'harassment']"
15138,10946	NHRC issues notice on TB drugs’ shortage,"['nhrc', 'issues', 'notice', 'tb', 'drugs', 'shortage']"
15139,10947	The right to sanitation,['sanitation']
15140,10948	02_nd_periscope+DE02_PERISCOPE_AART.jpg,"['ndperiscope', 'deperiscopeaart', 'jpg']"
15141,10949	Of a pledge and a people,"['pledge', 'people']"
15142,10950	03bgHIV - BW.eps,"['bghiv', 'bw', 'eps']"
15143,10951	03bgHIV.eps,"['bghiv', 'eps']"
15144,10952	WHO recommendations call for early anti-retroviral therapy,"['recommendations', 'call', 'early', 'anti', 'retroviral', 'therapy']"
15145,10953	WHO recommendations call for early anti-retroviral therapy,"['recommendations', 'call', 'early', 'anti', 'retroviral', 'therapy']"
15146,10954	02bg_bgyas_HIVg+03bgHIV.eps.jpg.jpg,"['bgbgyashivg', 'bghiv', 'eps', 'jpg', 'jpg']"
15147,10955	Can we halve world hunger by 2015?,"['halve', 'hunger']"
15148,10956	‘NGOs not meeting targets’,"['ngos', 'meeting', 'targets']"
15149,10957	Madurai an HIV time bomb waiting to explode,"['madurai', 'time', 'bomb', 'waiting', 'explode']"
15150,10958	Aid for 28 persons,"['aid', 'persons']"
15151,10959	03July_masvmns1+MA04CITY-AIDS.jpg.jpg,"['julymasvmns', 'macity', 'jpg', 'jpg']"
15152,10960	Govt mulling ban on sale of TB drugs in open market,"['govt', 'mulling', 'ban', 'sale', 'tb', 'drugs', 'open', 'market']"
15153,10961	‘Table HIV/AIDS Bill during monsoon session’,"['table', 'bill', 'monsoon', 'session']"
15154,10962	MDMK plea on RTE Act,"['mdmk', 'plea', 'rte']"
15155,10963	Madurai: an HIV time bomb waiting to explode,"['madurai', 'time', 'bomb', 'waiting', 'explode']"
15156,10964	The fight against TB,"['fight', 'tb']"
15157,10965	US SC’s ruling on USAID fund allocation welcomed,"['sc', 'ruling', 'usaid', 'fund', 'allocation', 'welcomed']"
15158,10966	‘Table HIV/AIDS Bill during monsoon session’,"['table', 'bill', 'monsoon', 'session']"
15159,10967	Bone marrow transplants free two men of HIV; offer rapid learning curve,"['bone', 'marrow', 'transplants', 'free', 'men', 'offer', 'rapid', 'learning', 'curve']"
15160,10968	Dad’s the spirit,"['dad', 'spirit']"
15161,10969	Activists demand better health services,"['activists', 'demand', 'better', 'health', 'services']"
15162,10970	Children living with HIV still waiting for benefits,"['children', 'living', 'waiting', 'benefits']"
15163,10971	Refresher course for heavy vehicle drivers,"['refresher', 'course', 'heavy', 'vehicle', 'drivers']"
15164,10973	Music for a cause,['music']
15165,10974	Dad’s the spirit,"['dad', 'spirit']"
15166,10975	30 transgenders to get green houses,"['transgenders', 'green', 'houses']"
15167,10976	Unveiled!,['unveiled']
15168,10977	Centre to treat IV drug abusers to come up soon,"['centre', 'treat', 'iv', 'drug', 'abusers']"
15169,10978	Unveiled!,['unveiled']
15170,10979	Unveiled!,['unveiled']
15171,10980	WITH PICS 145178433 / 145075837 / 145178362 Campus Connect,"['pics', 'campus', 'connect']"
15172,10981	Dad’s the spirit,"['dad', 'spirit']"
15173,10982	Walkathon to mark Hepatitis Day,"['walkathon', 'mark', 'hepatitis', 'day']"
15174,10983	Hepatitis C patients lack access to affordable treatment and care,"['hepatitis', 'patients', 'lack', 'access', 'affordable', 'treatment', 'care']"
15175,10984	Centre to treat IV drug abusers to come up soon,"['centre', 'treat', 'iv', 'drug', 'abusers']"
15176,10985	Sketching a story,"['sketching', 'story']"
15177,10986	Siblings forced to live in graveyard,"['siblings', 'forced', 'live', 'graveyard']"
15178,10987	SKETCHING A STORY,"['sketching', 'story']"
15179,10988	SKETCHING A STORY,"['sketching', 'story']"
15180,10989	Siblings forced to live in graveyard,"['siblings', 'forced', 'live', 'graveyard']"
15181,10990	A crucial fight,"['crucial', 'fight']"
15182,10991	A crucial fight,"['crucial', 'fight']"
15183,10992	Awareness programme in CMC Hospital on July 30 for World Hepatitis Day,"['awareness', 'programme', 'cmc', 'hospital', 'july', 'hepatitis', 'day']"
15184,10993	28TH_MORSI,['thmorsi']
15185,10994	th27-Atul-lead_+28TH_MORSI.jpg.jpg,"['atul', 'lead', 'thmorsi', 'jpg', 'jpg']"
15186,10995	th27-Atul-lead_+28TH_MORSI.jpg.jpg,"['atul', 'lead', 'thmorsi', 'jpg', 'jpg']"
15187,10996	th27-Atul-lead_+28TH_MORSI.jpg.jpg,"['atul', 'lead', 'thmorsi', 'jpg', 'jpg']"
15188,10997	Laugh and play,"['laugh', 'play']"
15189,10998	Eye bank opened in Tirunelveli,"['eye', 'bank', 'opened', 'tirunelveli']"
15190,10999	NCC training camp,"['ncc', 'training', 'camp']"
15191,11000	Concern over school dropouts,"['concern', 'school', 'dropouts']"
15192,11001	GRH blood bank looks for collection bag ‘donors’,"['grh', 'blood', 'bank', 'collection', 'bag', 'donors']"
15193,11002	A ‘bridge’ to mainstream education,"['bridge', 'mainstream', 'education']"
15194,11003	Time to enact HIV/AIDS law: activists,"['time', 'enact', 'law', 'activists']"
15195,11004	TIRUCHI TODAY,"['tiruchi', 'today']"
15196,11005	Disturbing trends in surrogacy study,"['disturbing', 'trends', 'surrogacy', 'study']"
15197,11006	Disturbing trends in surrogacy study,"['disturbing', 'trends', 'surrogacy', 'study']"
15198,11007	National consultation on HIV/AIDS on August 1,"['national', 'consultation', 'august']"
15199,11009	GRH red-faced as blood bags run short,"['grh', 'red', 'faced', 'blood', 'bags', 'short']"
15200,11010	Leaders on a roll,"['leaders', 'roll']"
15201,11012	Janakalyan focuses on eradication of child labour in agriculture,"['janakalyan', 'focuses', 'eradication', 'child', 'labour', 'agriculture']"
15202,11013	Elixir of life,"['elixir', 'life']"
15203,11014	TANSACS to train volunteers who work among tribal people,"['tansacs', 'train', 'volunteers', 'work', 'tribal', 'people']"
15204,11015	Hands-on camp transforms healthcare students from three varsities,"['hands', 'camp', 'transforms', 'healthcare', 'students', 'three', 'varsities']"
15205,11016	Music concert,"['music', 'concert']"
15206,11017	Pop singers to perform tomorrow,"['pop', 'singers', 'perform', 'tomorrow']"
15207,11018	A question of informed choice,"['question', 'informed', 'choice']"
15208,11019	A question of informed choice,"['question', 'informed', 'choice']"
15209,11020	Admission open for IGNOU courses,"['admission', 'open', 'ignou', 'courses']"
15210,11022	Para-legal volunteers give boost to legal aid movement,"['para', 'legal', 'volunteers', 'boost', 'legal', 'aid', 'movement']"
15211,11023	A shot at fitnes,"['shot', 'fitnes']"
15212,11024	Admission open for IGNOU courses,"['admission', 'open', 'ignou', 'courses']"
15213,11025	China’s 'First Lady' presents 'softer side' of leadership?,"['china', 'lady', 'presents', 'ofter', 'side', 'leadership']"
15214,11026	Leaders on a roll,"['leaders', 'roll']"
15215,11027	‘Delayed diagnosis a major challenge in TB control’,"['delayed', 'diagnosis', 'major', 'challenge', 'tb', 'control']"
15216,11028	TB is completely curable: Collector,"['tb', 'completely', 'curable', 'collector']"
15217,11029	Early detection must for permanent cure for TB,"['early', 'detection', 'permanent', 'cure', 'tb']"
15218,11030	Need seen for effectively tracking down tuberculosis patients,"['effectively', 'tracking', 'tuberculosis', 'patients']"
15219,11031	‘HIV-positive patients more prone to TB’,"['positive', 'patients', 'prone', 'tb']"
15220,11032	HIV positive infant shifted to Niloufer,"['positive', 'infant', 'shifted', 'niloufer']"
15221,11033	‘Delayed diagnosis a major challenge in TB control’,"['delayed', 'diagnosis', 'major', 'challenge', 'tb', 'control']"
15222,11034	Need seen for effectively tracking down TB patients,"['effectively', 'tracking', 'tb', 'patients']"
15223,11035	NACO’s bus drives around collecting fuel of life,"['naco', 'bus', 'drives', 'collecting', 'fuel', 'life']"
15224,11036	Panchayat passes surplus budget,"['panchayat', 'passes', 'surplus', 'budget']"
15225,11037	TB cases on the rise,"['tb', 'cases', 'rise']"
15226,11038	Ernakulam district panchayat passes surplus budget,"['ernakulam', 'district', 'panchayat', 'passes', 'surplus', 'budget']"
15227,11039	Training programme for private blood bank staff,"['training', 'programme', 'private', 'blood', 'bank', 'staff']"
15228,11040	Rs.27 crore to revitalise farming,"['rs', 'crore', 'revitalise', 'farming']"
15229,11041	Wayanad: thrust on paddy cultivation,"['wayanad', 'thrust', 'paddy', 'cultivation']"
15230,11042	Coached to control,"['coached', 'control']"
15231,11044	Rs.27 crore to revitalise farming,"['rs', 'crore', 'revitalise', 'farming']"
15232,11045	Court comes to the rescue of man living with HIV,"['court', 'rescue', 'man', 'living']"
15233,11046	CMC’s free sputum test for visitors,"['cmc', 'free', 'sputum', 'test', 'visitors']"
15234,11047	A ‘positive’ initiative,"['positive', 'initiative']"
15235,11048	Coached to control,"['coached', 'control']"
15236,11049	An involved bystander,"['involved', 'bystander']"
15237,11050	8-year-old contracts HIV from blood transfusion,"['year', 'contracts', 'blood', 'transfusion']"
15238,11051	Campaign planned,"['campaign', 'planned']"
15239,11052	27VJTAN01-HIV-T+28VZVIJCITYREG2HIV-.jpg,"['vjtan', 'vzvijcityreghiv', 'jpg']"
15240,11053	End the discrimination,['discrimination']
15241,11054	An involved bystander,"['involved', 'bystander']"
15242,11055	Alarming rise in mother-to-child HIV cases,"['alarming', 'rise', 'mother', 'child', 'cases']"
15243,11056	26bg_bgvsb_inte+26BG_PG2_FORIEGN.jp.jpg,"['bgbgvsbinte', 'bgpgforiegn', 'jp', 'jpg']"
15244,11057	26bg_bgvsb_inte+26BG_PG2_FORIEGN.jp.jpg,"['bgbgvsbinte', 'bgpgforiegn', 'jp', 'jpg']"
15245,11058	Woman cries foul against in-laws,"['woman', 'cries', 'foul', 'laws']"
15246,11059	Court comes to the rescue of man living with HIV,"['court', 'rescue', 'man', 'living']"
15247,11060	28VZVIJCITYREG2HIV-PLAY,"['vzvijcityreghiv', 'play']"
15248,11061	26BG_PG2_FORIEGN,['bgpgforiegn']
15249,11062	Rights panel registers case,"['rights', 'panel', 'registers', 'case']"
15250,11063	Defending the voiceless,"['defending', 'voiceless']"
15251,11064	‘Make Krishnagiri district TB-free’,"['krishnagiri', 'district', 'tb', 'free']"
15252,11065	Tattoo may be the in-thing but your problems won’t be skin-deep,"['tattoo', 'thing', 'problems', 'won', 'skin', 'deep']"
15253,11067	Tattoo may be the in-thing but your problems won’t be skin-deep,"['tattoo', 'thing', 'problems', 'won', 'skin', 'deep']"
15254,11068	Maundy Thursday observed with solemnity in district,"['maundy', 'thursday', 'observed', 'solemnity', 'district']"
15255,11069	Defending the voiceless,"['defending', 'voiceless']"
15256,11070	Alarming rise in mother-to-child HIV cases,"['alarming', 'rise', 'mother', 'child', 'cases']"
15257,11071	A just order,['order']
15258,11072	Right to affordable drugs upheld: activists,"['affordable', 'drugs', 'upheld', 'activists']"
15259,11073	A just order,['order']
15260,11074	Right to affordable drugs upheld: activists,"['affordable', 'drugs', 'upheld', 'activists']"
15261,11075	‘Govt. needs to tighten blood safety norms’,"['govt', 'tighten', 'blood', 'safety', 'norms']"
15262,11076	Plea to allot funds for AIDS programmes,"['plea', 'allot', 'funds', 'programmes']"
15263,11077	‘Govt. needs to tighten blood safety norms’,"['govt', 'tighten', 'blood', 'safety', 'norms']"
15264,11082	AIDS awareness films screened,"['awareness', 'films', 'screened']"
15265,11083	‘Govt. order on RTE needs clarity’,"['govt', 'order', 'rte', 'clarity']"
15266,11084	‘Govt. order on RTE needs clarity’,"['govt', 'order', 'rte', 'clarity']"
15267,11085	‘Novartis verdict will help genuine drug innovation’,"['novartis', 'verdict', 'help', 'genuine', 'drug', 'innovation']"
15268,11086	First Look,[]
15269,11087	TTD staff undergo yoga therapy,"['ttd', 'staff', 'undergo', 'yoga', 'therapy']"
15270,11088	More battles in store,"['battles', 'store']"
15271,11090	More battles in store,"['battles', 'store']"
15272,11092	Power to the paati,"['power', 'paati']"
15273,11093	Ear to the ground,"['ear', 'ground']"
15274,11094	KSACS to focus on safe blood donors,"['ksacs', 'focus', 'safe', 'blood', 'donors']"
15275,11095	Grandma cares,"['grandma', 'cares']"
15276,11096	Majority of HIV-infected suffer from neuro disorders,"['majority', 'infected', 'suffer', 'neuro', 'disorders']"
15277,11097	Woman at risk,"['woman', 'risk']"
15278,11098	A love affair and economic boycott of Dalits,"['love', 'affair', 'economic', 'boycott', 'dalits']"
15279,11099	Ear to the ground,"['ear', 'ground']"
15280,11100	Woman at risk,"['woman', 'risk']"
15281,11101	Power to the paati,"['power', 'paati']"
15282,11102	watch,['watch']
15283,11104	Why Novartis case will help innovation,"['novartis', 'case', 'help', 'innovation']"
15284,11105	Honoured,['honoured']
15285,11106	Boy and girl rescued,"['boy', 'girl', 'rescued']"
15286,11107	Watch out for that rash,"['watch', 'rash']"
15287,11109	Why Novartis case will help innovation,"['novartis', 'case', 'help', 'innovation']"
15288,11110	“A love affair is the reason for denial of work to Dalits”,"['love', 'affair', 'reason', 'denial', 'work', 'dalits']"
15289,11111	“A love affair led to denial of work”,"['love', 'affair', 'led', 'denial', 'work']"
15290,11112	Azad’s pat for NRHM schemes,"['azad', 'pat', 'nrhm', 'schemes']"
15291,11116	Boy and girl rescued,"['boy', 'girl', 'rescued']"
15292,11117	Police face resistance while rescuing women from brothel,"['police', 'face', 'resistance', 'rescuing', 'women', 'brothel']"
15293,11118	100 p.c. hike in ACP for Perambalur,"['hike', 'acp', 'perambalur']"
15294,11119	Talking to the heart,"['talking', 'heart']"
15295,11121	TNACS invites applications for targeted intervention,"['tnacs', 'invites', 'applications', 'targeted', 'intervention']"
15296,11122	Celebrating the healing touch in Switzerland,"['celebrating', 'healing', 'touch', 'switzerland']"
15297,11125	End the discrimination,['discrimination']
15298,11126	TANSACS to launch awareness campaign,"['tansacs', 'launch', 'awareness', 'campaign']"
15299,11127	Raunav reigns,"['raunav', 'reigns']"
15300,11128	Police role in prevention of HIV spread stressed,"['police', 'role', 'prevention', 'spread', 'stressed']"
15301,11129	NLGRKHI-W149_G7+HY28SPLIT3-WORKSHOP.jpg,"['nlgrkhi', 'wg', 'hysplit', 'workshop', 'jpg']"
15302,11130	New technique to screen blood samples,"['technique', 'screen', 'blood', 'samples']"
15303,11131	Scholarships given away,['scholarships']
15304,11132	EU_I,['eui']
15305,11133	Civic bodies set to take a ‘positive’ initiative,"['civic', 'bodies', 'set', 'positive', 'initiative']"
15306,11134	Camp held for adolescent girls,"['camp', 'held', 'adolescent', 'girls']"
15307,11136	For a cause,[]
15308,11138	DE11_PG4_3-COL_+DE11_PG4_3-COL_HIV_.jpg,"['depg', 'col', 'depg', 'colhiv', 'jpg']"
